mRNA	microRNA	lncRNA		R_high	pValue	R_low	pValue		pValue Condition	SCC Condition
DNMT3B	hsa-miR-26a-5p	LINC00205		-0.501583773270353	5.63043709036543E-05	-0.444456793553765	0.000427214812605741		Satisfied	No (R_high < -0.4)
TTK	hsa-miR-26a-5p	LINC00205		-0.3219227563212	0.0124497240083923	-0.439566546262851	0.000500659884950701		Satisfied	No (|R_low|-|R_high| < -0.4)
BHLHE41	hsa-miR-17-5p	HCP5		-0.241622672964712	0.0630938154884048	-0.358988607946652	0.0050816097016225		p(R_high) > 0.05)	No (R_low > -0.4)
BHLHE41	hsa-miR-20a-5p	HCP5		-0.192775771047513	0.139781582960583	-0.450402889691581	0.00035121272944173		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
C20orf103	hsa-miR-106a-5p	HCP5		-0.255015282022784	0.0495122575862766	-0.28563489858294	0.0272885786212952		Satisfied	No (R_low > -0.4)
C20orf103	hsa-miR-106b-5p	HCP5		-0.593553764934704	1.00703274463985E-06	-0.466296193387052	0.000204629612880578		Satisfied	No (R_high < -0.4)
C20orf103	hsa-miR-17-5p	HCP5		-0.21183662128369	0.104148636442165	-0.321367046401778	0.0126087186709161		p(R_high) > 0.05)	No (R_low > -0.4)
C20orf103	hsa-miR-93-5p	HCP5		-0.261683801055849	0.0437048156905424	-0.366657404834676	0.0041687516962266		Satisfied	No (R_low > -0.4)
C21orf91	hsa-miR-29b-3p	HCP5		-0.113866544419775	0.386339450027843	-0.498749652681301	6.27564761157951E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
C5orf41	hsa-miR-106a-5p	HCP5		-0.321311475409836	0.0126247145229512	-0.318199499861073	0.0135490170148981		Satisfied	No (R_low > -0.4)
C5orf41	hsa-miR-106b-5p	HCP5		-0.390775215337594	0.00217101728570809	-0.347652125590442	0.00675489600709854		Satisfied	No (R_low > -0.4)
C5orf41	hsa-miR-128-3p	HCP5		-0.289358155043068	0.0252788116267668	-0.265796054459572	0.0404131475177773		Satisfied	No (R_low > -0.4)
C5orf41	hsa-miR-17-5p	HCP5		-0.362322867463184	0.00466498049943535	-0.25718255070853	0.0475590338697719		Satisfied	No (R_low > -0.4)
C5orf41	hsa-miR-93-5p	HCP5		-0.379549874965268	0.00295811425772708	-0.200277854959711	0.124794646514887		p(R_low) > 0.05)	No (R_low > -0.4)
CAMK2D	hsa-miR-106a-5p	HCP5		-0.44912475687691	0.000366420238027719	-0.264629063628786	0.0413256303988068		Satisfied	No (R_low > -0.4)
CAMK2D	hsa-miR-20b-5p	HCP5		-0.425229230341762	0.000787193506392149	-0.478966379549875	0.000130673384150537		Satisfied	No (R_high < -0.4)
CDK18	hsa-miR-128-3p	HCP5		-0.387107529869408	0.00240459417263387	-0.40755765490414	0.00134121770291557		Satisfied	No (|R_low|-|R_high| < -0.4)
CHD9	hsa-miR-106b-5p	HCP5		-0.359266462906363	0.00504567465404856	-0.421116976938038	0.000893271423836177		Satisfied	No (|R_low|-|R_high| < -0.4)
CHD9	hsa-miR-17-5p	HCP5		-0.368213392609058	0.00400240008582876	-0.450347318699639	0.000351861737756455		Satisfied	No (|R_low|-|R_high| < -0.4)
CMKLR1	hsa-miR-106b-5p	HCP5		-0.188607946651848	0.148674018007021	-0.209891636565713	0.10742303249624		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
COL8A1	hsa-miR-106a-5p	HCP5		-0.318032786885246	0.0136001438843246	-0.402556265629342	0.00155200600718081		Satisfied	No (|R_low|-|R_high| < -0.4)
COL8A1	hsa-miR-106b-5p	HCP5		-0.517810502917477	2.97417725220991E-05	-0.257404834676299	0.0473623429735609		Satisfied	No (R_low > -0.4)
COL8A1	hsa-miR-17-5p	HCP5		-0.354209502639622	0.00573614021433501	-0.262072797999444	0.0433842330070941		Satisfied	No (R_low > -0.4)
CPA3	hsa-miR-106a-5p	HCP5		-0.311364267852181	0.0157867866391968	-0.525257015837733	2.19712550492714E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
CPA3	hsa-miR-106b-5p	HCP5		-0.444512364545707	0.000426439921566224	-0.395832175604335	0.00188234095429701		Satisfied	No (R_low > -0.4)
CPA3	hsa-miR-17-5p	HCP5		-0.464073353709364	0.000221015164086913	-0.379661016949153	0.00294921243902519		Satisfied	No (R_low > -0.4)
CPA3	hsa-miR-20b-5p	HCP5		-0.282022784106696	0.0293657987911579	-0.482411781050292	0.000115343771986962		Satisfied	No (|R_low|-|R_high| < -0.4)
CTSS	hsa-miR-93-5p	HCP5		-0.0819683518883201	0.533536278894601	-0.491525423728814	8.24246955181148E-05		p(R_high) > 0.05)	Satisfied
CYLD	hsa-miR-106b-5p	HCP5		-0.293470408446791	0.0232063051237285	-0.484523478744096	0.000106786294329932		Satisfied	No (|R_low|-|R_high| < -0.4)
CYLD	hsa-miR-17-5p	HCP5		-0.290858571825507	0.0245051425336846	-0.381939427618783	0.00277191892034619		Satisfied	No (R_low > -0.4)
CYLD	hsa-miR-93-5p	HCP5		-0.381772714642956	0.00278456095937458	-0.350652959155321	0.00627044919273478		Satisfied	No (R_low > -0.4)
CYP2U1	hsa-miR-17-5p	HCP5		-0.442511808835788	0.000455159304200947	-0.227563212003334	0.0804478213228253		p(R_low) > 0.05)	No (R_low > -0.4)
CYP2U1	hsa-miR-20a-5p	HCP5		-0.397888302306196	0.00177518685186138	-0.229619338705196	0.0776954523372484		p(R_low) > 0.05)	No (R_low > -0.4)
DAB2	hsa-miR-106b-5p	HCP5		-0.527979994442901	1.96369206991613E-05	-0.290747429841623	0.0245617538582297		Satisfied	No (R_low > -0.4)
DAB2	hsa-miR-93-5p	HCP5		-0.469908307863295	0.000180365222481053	-0.333036954709642	0.00961538099152841		Satisfied	No (R_low > -0.4)
DPYD	hsa-miR-106a-5p	HCP5		-0.254348430119478	0.050126345620506	-0.252681300361212	0.0516889711083129		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
DPYD	hsa-miR-106b-5p	HCP5		-0.352375659905529	0.0060064015115735	-0.213003612114476	0.102221623079854		p(R_low) > 0.05)	No (R_low > -0.4)
DPYD	hsa-miR-17-5p	HCP5		-0.302806335093081	0.0190313892835515	-0.205501528202278	0.115107214167264		p(R_low) > 0.05)	No (R_low > -0.4)
ELK3	hsa-miR-106a-5p	HCP5		-0.357377049180328	0.00529453266053352	-0.196390613948016	0.132601240511662		p(R_low) > 0.05)	No (R_low > -0.4)
ELK3	hsa-miR-106b-5p	HCP5		-0.324145595998889	0.0118310048422343	-0.245627196845	0.0585323888412457		p(R_low) > 0.05)	No (R_low > -0.4)
ETV1	hsa-miR-106a-5p	HCP5		-0.340483467629897	0.00804768708891232	-0.343044499123119	0.00729067622350359		Satisfied	No (R_low > -0.4)
ETV1	hsa-miR-106b-5p	HCP5		-0.327146429563768	0.0110381884544293	-0.0876644576975084	0.505381944589732		p(R_low) > 0.05)	No (R_low > -0.4)
ETV1	hsa-miR-17-5p	HCP5		-0.407446512920256	0.00134560612348959	-0.242320676887471	0.0621210064911353		p(R_low) > 0.05)	No (R_low > -0.4)
ETV1	hsa-miR-20a-5p	HCP5		-0.354209502639622	0.00573614021433501	-0.199947206843509	0.125592197693576		p(R_low) > 0.05)	No (R_low > -0.4)
ETV1	hsa-miR-93-5p	HCP5		-0.286468463462073	0.0268272727194982	-0.13495602885477	0.303908812505072		p(R_low) > 0.05)	No (R_low > -0.4)
FAS	hsa-miR-106a-5p	HCP5		-0.396832453459294	0.00182950669245105	-0.318477354820784	0.0134641750525155		Satisfied	No (R_low > -0.4)
FAS	hsa-miR-17-5p	HCP5		-0.478799666574048	0.000131460695673694	-0.294470686301751	0.0227246234102167		Satisfied	No (R_low > -0.4)
FAS	hsa-miR-20a-5p	HCP5		-0.405112531258683	0.00144080699144769	-0.221283689913865	0.089336552507683		p(R_low) > 0.05)	No (R_low > -0.4)
FAT4	hsa-miR-106a-5p	HCP5		-0.348096693525979	0.00668111035546696	-0.501806057238122	5.58252460641002E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
FAT4	hsa-miR-106b-5p	HCP5		-0.351153098082801	0.00619275631092142	-0.494470686301751	7.38040820954292E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
FAT4	hsa-miR-17-5p	HCP5		-0.272075576549041	0.0357858106503059	-0.325923867741039	0.0113554275802962		Satisfied	No (R_low > -0.4)
FAT4	hsa-miR-20b-5p	HCP5		-0.272520144484579	0.035475723218871	-0.487190886357322	9.68140074112966E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
FAT4	hsa-miR-93-5p	HCP5		-0.256737982772993	0.0479544343178869	-0.313864962489581	0.0149336875243399		Satisfied	No (R_low > -0.4)
FGL2	hsa-miR-106b-5p	HCP5		-0.107029730480689	0.414673819690507	-0.237621561544874	0.0676913367405683		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
FIBIN	hsa-miR-106b-5p	HCP5		-0.408391219783273	0.00130871400856332	-0.129702695193109	0.322397701556778		p(R_low) > 0.05)	No (R_low > -0.4)
GALNT10	hsa-miR-106a-5p	HCP5		-0.437954987496527	0.000527275570855754	-0.386496248958044	0.00244563998105581		Satisfied	No (R_low > -0.4)
GALNT10	hsa-miR-106b-5p	HCP5		-0.364767991108641	0.00437898298814822	-0.282522923034176	0.0290704692338782		Satisfied	No (R_low > -0.4)
GALNT10	hsa-miR-17-5p	HCP5		-0.523978883023062	2.31538965357508E-05	-0.433953876076688	0.000599020732254394		Satisfied	No (R_high < -0.4)
GALNT10	hsa-miR-20a-5p	HCP5		-0.386107252014449	0.0024720855496409	-0.439344262295082	0.00050425670839175		Satisfied	No (|R_low|-|R_high| < -0.4)
GALNT10	hsa-miR-93-5p	HCP5		-0.290747429841623	0.0245617538582297	-0.223617671575438	0.0859463755750113		p(R_low) > 0.05)	No (R_low > -0.4)
GCNT4	hsa-miR-106b-5p	HCP5		-0.244956932481245	0.0594587060318496	-0.399944429008058	0.00167354963328245		p(R_high) > 0.05)	No (R_low > -0.4)
HOXA10	hsa-miR-29a-3p	HCP5		-0.207335370936371	0.11184738243028	-0.357043623228675	0.00533955769883506		p(R_high) > 0.05)	No (R_low > -0.4)
IFIT5	hsa-miR-17-5p	HCP5		-0.383828841344818	0.00263218597421657	-0.181494859683245	0.164818048069362		p(R_low) > 0.05)	No (R_low > -0.4)
IFNAR2	hsa-miR-106b-5p	HCP5		-0.354209502639622	0.00573614021433501	-0.217727146429564	0.0947044948234043		p(R_low) > 0.05)	No (R_low > -0.4)
IFNAR2	hsa-miR-17-5p	HCP5		-0.39094192831342	0.00216090100556865	-0.208335648791331	0.110099629929395		p(R_low) > 0.05)	No (R_low > -0.4)
IFNAR2	hsa-miR-20a-5p	HCP5		-0.330702973048069	0.0101587467190735	-0.221783828841345	0.0886013416210374		p(R_low) > 0.05)	No (R_low > -0.4)
IL6ST	hsa-miR-106a-5p	HCP5		-0.413059183106419	0.00113947847794884	-0.390608502361767	0.00218117601797582		Satisfied	No (R_low > -0.4)
IL6ST	hsa-miR-106b-5p	HCP5		-0.461739372047791	0.000239508647348265	-0.216504584606835	0.0966071325593919		p(R_low) > 0.05)	No (R_low > -0.4)
IRF8	hsa-miR-106b-5p	HCP5		-0.176160044456794	0.177749590681495	-0.28313420394554	0.0287129151473465		p(R_high) > 0.05)	No (R_low > -0.4)
ITGA4	hsa-miR-106b-5p	HCP5		-0.341928313420395	0.00777093107531845	-0.265018060572381	0.041019588621611		Satisfied	No (R_low > -0.4)
LRRK1	hsa-miR-106b-5p	HCP5		-0.319477632675743	0.0131625390370131	-0.332647957766046	0.00970414061552058		Satisfied	No (R_low > -0.4)
MAN1C1	hsa-miR-106b-5p	HCP5		-0.278132814670742	0.0317502536808466	-0.216226729647124	0.0970437011374076		p(R_low) > 0.05)	No (R_low > -0.4)
MDFIC	hsa-miR-17-5p	HCP5		-0.298082800777994	0.0210554216326749	-0.231675465407058	0.0750187644483004		p(R_low) > 0.05)	No (R_low > -0.4)
MDFIC	hsa-miR-20a-5p	HCP5		-0.337649347040845	0.00861574405230462	-0.292081133648236	0.0238896924981232		Satisfied	No (R_low > -0.4)
MGLL	hsa-miR-106a-5p	HCP5		-0.398221728257849	0.00175833705697345	-0.409280355654349	0.00127482856543071		Satisfied	No (|R_low|-|R_high| < -0.4)
MGLL	hsa-miR-106b-5p	HCP5		-0.397499305362601	0.00179502835486624	-0.44306751875521	0.000447009705758982		Satisfied	No (|R_low|-|R_high| < -0.4)
MGLL	hsa-miR-17-5p	HCP5		-0.401722700750208	0.00158990342310184	-0.321089191442067	0.0126888739646941		Satisfied	No (R_low > -0.4)
MGLL	hsa-miR-20a-5p	HCP5		-0.256460127813282	0.0482029311525926	-0.257960544595721	0.0468735463672031		Satisfied	No (R_low > -0.4)
MGLL	hsa-miR-20b-5p	HCP5		-0.285245901639344	0.0275061385817471	-0.333814948596833	0.00943998545214666		Satisfied	No (R_low > -0.4)
MGLL	hsa-miR-93-5p	HCP5		-0.339872186718533	0.00816735273729352	-0.396554598499583	0.00184404750487481		Satisfied	No (R_low > -0.4)
MYO1D	hsa-miR-20a-5p	HCP5		-0.179272020005557	0.170119134249656	-0.0950819672131148	0.468890125160162		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
NCEH1	hsa-miR-17-5p	HCP5		-0.418177524040413	0.000884745698415898	-0.359266462906363	0.00504567465404856		Satisfied	No (R_low > -0.4)
NCEH1	hsa-miR-20a-5p	HCP5		-0.437044137915724	0.000480370891457174	-0.43928869130314	0.000505159586400359		Satisfied	No (R_high < -0.4)
NTN4	hsa-miR-106b-5p	HCP5		-0.356988052236733	0.00534709468561512	-0.251180883578772	0.0531292709050282		p(R_low) > 0.05)	No (R_low > -0.4)
NTN4	hsa-miR-17-5p	HCP5		-0.195276465684913	0.134642203886957	-0.269741594887469	0.0374511563060132		p(R_high) > 0.05)	No (R_low > -0.4)
PLEKHO2	hsa-miR-106b-5p	HCP5		-0.214003889969436	0.100592129600121	-0.240677966101695	0.0641558602507768		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
PTGER4	hsa-miR-106b-5p	HCP5		-0.23023061961656	0.0768918370913478	-0.306085023617672	0.0177265098629095		p(R_high) > 0.05)	No (R_low > -0.4)
PTPN13	hsa-miR-106b-5p	HCP5		-0.270908585718255	0.0366105808866794	-0.280800222283968	0.0300983761972222		Satisfied	No (R_low > -0.4)
PTPN13	hsa-miR-17-5p	HCP5		-0.371714365101417	0.00364949371182054	-0.170325090302862	0.192724419164202		p(R_low) > 0.05)	No (R_low > -0.4)
PTPRD	hsa-miR-106b-5p	HCP5		-0.392558940840063	0.00191992018390117	-0.180494581828286	0.167188247988031		p(R_low) > 0.05)	No (R_low > -0.4)
SIRPA	hsa-miR-106b-5p	HCP5		-0.285690469574882	0.0272576176791936	-0.171269797165879	0.19024018342646		p(R_low) > 0.05)	No (R_low > -0.4)
SLC16A1	hsa-miR-29a-3p	HCP5		-0.267907752153376	0.0388045340573977	-0.369713809391498	0.00384760240423514		Satisfied	No (R_low > -0.4)
SLC39A8	hsa-miR-93-5p	HCP5		-0.31008613503751	0.0162387974792093	-0.188441233676021	0.149038321871086		p(R_low) > 0.05)	No (R_low > -0.4)
SMARCA2	hsa-miR-106b-5p	HCP5		-0.31914420672409	0.0132624276702926	-0.282967490969714	0.028810060049693		Satisfied	No (R_low > -0.4)
STK17A	hsa-miR-17-5p	HCP5		-0.376104473464851	0.00324624547536427	-0.0936371214226174	0.475697198377792		p(R_low) > 0.05)	No (R_low > -0.4)
STK17A	hsa-miR-20a-5p	HCP5		-0.410669630452904	0.00122346620507376	-0.028563489858294	0.828131520933082		p(R_low) > 0.05)	No (R_low > -0.4)
TAGAP	hsa-miR-106b-5p	HCP5		-0.232786885245902	0.0736029316125269	-0.268963601000278	0.0380204314062868		p(R_high) > 0.05)	No (R_low > -0.4)
TIMP2	hsa-miR-106b-5p	HCP5		-0.373214781883857	0.00350692307610036	-0.288524590163935	0.025717505549644		Satisfied	No (R_low > -0.4)
TNFSF10	hsa-miR-17-5p	HCP5		-0.382861668023445	0.00253446228327145	-0.155043067518755	0.236198329700317		p(R_low) > 0.05)	No (R_low > -0.4)
TRIM22	hsa-miR-106b-5p	HCP5		-0.237454848569047	0.0678886094581925	-0.416449013614893	0.00102926401430608		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
TXNIP	hsa-miR-106a-5p	HCP5		-0.1622117254793	0.215026495512843	-0.371214226173937	0.00369815059763978		p(R_high) > 0.05)	No (R_low > -0.4)
TXNIP	hsa-miR-106b-5p	HCP5		-0.408891358710753	0.00128955475252345	-0.494804112253404	7.28825695027488E-05		Satisfied	No (R_high < -0.4)
TXNIP	hsa-miR-128-3p	HCP5		-0.433731592108919	0.000603255592090435	-0.390052792442345	0.0022153470490033		Satisfied	No (R_low > -0.4)
TXNIP	hsa-miR-17-5p	HCP5		-0.196054459572103	0.133072850131273	-0.302973048068908	0.018963108383649		p(R_high) > 0.05)	No (R_low > -0.4)
ASXL2	hsa-miR-30b-5p	HCG18		-0.495248680188942	7.16704311141261E-05	-0.377049180327869	0.00316485180375533		Satisfied	No (R_low > -0.4)
ASXL2	hsa-miR-30c-5p	HCG18		-0.435676576826896	0.000567106709079116	-0.324367879966657	0.0117706272617991		Satisfied	No (R_low > -0.4)
ATAD5	hsa-miR-195-5p	HCG18		-0.451347596554599	0.000340345718315386	-0.428285634898583	0.000715905775505162		Satisfied	No (R_high < -0.4)
ATAD5	hsa-miR-30a-5p	HCG18		-0.371047513198111	0.00371449733640358	-0.352486801889414	0.00598970797266069		Satisfied	No (R_low > -0.4)
ATAD5	hsa-miR-30d-5p	HCG18		-0.478744095582106	0.000131724102150287	-0.270741872742429	0.0367296902036228		Satisfied	No (R_low > -0.4)
ATAD5	hsa-miR-497-5p	HCG18		-0.44356765768269	0.000439789130772435	-0.382661850514032	0.00271772745374289		Satisfied	No (R_low > -0.4)
CDH2	hsa-miR-30e-5p	HCG18		-0.492914698527369	7.82486319924341E-05	-0.378549597110309	0.0030393164888075		Satisfied	No (R_low > -0.4)
DNMT3B	hsa-miR-30a-5p	HCG18		-0.339071117997685	0.00804456592847185	-0.244901361489303	0.0595178645785821		p(R_low) > 0.05)	No (R_low > -0.4)
HIPK3	hsa-miR-106a-5p	HCG18		-0.509752709085857	4.09823532174536E-05	-0.404945818282856	0.00144783396238389		Satisfied	No (R_high < -0.4)
HIPK3	hsa-miR-106b-5p	HCG18		-0.310030564045568	0.0162587002147102	-0.444178938594054	0.000431108580877256		Satisfied	No (|R_low|-|R_high| < -0.4)
IL6ST	hsa-miR-106a-5p	HCG18		-0.49747151986663	6.58845196664316E-05	-0.390363856162376	0.00204597060787015		Satisfied	No (R_low > -0.4)
IL6ST	hsa-miR-106b-5p	HCG18		-0.443678799666574	0.000438199082387414	-0.376026341052419	0.00306726911991764		Satisfied	No (R_low > -0.4)
KIF13A	hsa-miR-106a-5p	HCG18		-0.56926924145596	3.21210291369201E-06	-0.318977493748263	0.0133126175969779		Satisfied	No (R_low > -0.4)
KIF13A	hsa-miR-106b-5p	HCG18		-0.511253125868297	3.86287880059284E-05	-0.323867741039178	0.0119068548612585		Satisfied	No (R_low > -0.4)
LCOR	hsa-miR-30c-5p	HCG18		-0.401055848846902	0.00162081910747363	-0.366657404834676	0.0041687516962266		Satisfied	No (R_low > -0.4)
LOC221710	hsa-miR-34a-5p	HCG18		-0.484801333703807	0.000105704977675369	-0.467296471242012	0.000197626487647262		Satisfied	No (R_high < -0.4)
NBEAL1	hsa-miR-106b-5p	HCG18		-0.363712142261739	0.00450051618154266	-0.394387329813837	0.00196107844296146		Satisfied	No (R_low > -0.4)
RAPGEF6	hsa-miR-193b-3p	HCG18		-0.398944151153098	0.00172232163466424	-0.138649624895804	0.289918914612531		p(R_low) > 0.05)	No (R_low > -0.4)
RNF150	hsa-miR-146b-5p	HCG18		-0.51736593498194	3.02782931607482E-05	-0.324979160878022	0.011605966702399		Satisfied	No (R_low > -0.4)
SKP2	hsa-miR-30b-5p	HCG18		-0.493616193659663	6.13240418831742E-05	-0.211169769380384	0.105262416619406		p(R_low) > 0.05)	No (R_low > -0.4)
SKP2	hsa-miR-30d-5p	HCG18		-0.500423734748693	4.66817948755344E-05	-0.114642956376771	0.382111506730302		p(R_low) > 0.05)	No (R_low > -0.4)
STAG1	hsa-miR-34a-5p	HCG18		-0.256324761413476	0.0480552071560978	-0.188385662684079	0.149159904793736		p(R_low) > 0.05)	No (R_low > -0.4)
TAOK1	hsa-miR-30c-5p	HCG18		-0.443901083634343	0.000435034713062622	-0.32014448457905	0.0129647144907853		Satisfied	No (R_low > -0.4)
TRIM44	hsa-miR-34a-5p	HCG18		-0.375493192553487	0.00329990138870135	-0.048791330925257	0.710563170087722		p(R_low) > 0.05)	No (R_low > -0.4)
XPO5	hsa-miR-34a-5p	HCG18		-0.413225896082245	0.00113381811791648	-0.331814392886913	0.00989675080998741		Satisfied	No (R_low > -0.4)
ZBTB10	hsa-miR-30c-5p	HCG18		-0.348985829397055	0.00653566386317429	-0.452236732425674	0.000330399718593904		Satisfied	No (|R_low|-|R_high| < -0.4)
ZNF318	hsa-miR-34a-5p	HCG18		-0.522033898305085	2.50678089761226E-05	-0.152042233953876	0.245476373986537		p(R_low) > 0.05)	No (R_low > -0.4)
ARHGAP11A	hsa-miR-26a-5p	HCG11		-0.349263684356766	0.00649078714921594	-0.407779938871909	0.0013324795823758		Satisfied	No (|R_low|-|R_high| < -0.4)
BUB1	hsa-miR-26a-5p	HCG11		-0.397588185481347	0.00165692444724873	-0.391164212281189	0.00214747840194691		Satisfied	No (R_low > -0.4)
C11orf82	hsa-miR-26a-5p	HCG11		-0.403945540427897	0.00149064845832338	-0.467685468185607	0.000194963007362715		Satisfied	No (R_high < -0.4)
CDC6	hsa-miR-26a-5p	HCG11		-0.398444012225618	0.00174718391108078	-0.381328146707419	0.0028185253289029		Satisfied	No (R_low > -0.4)
COL12A1	hsa-miR-26a-5p	HCG11		-0.354265073631564	0.00572812080941747	-0.150541817171437	0.250208143054775		p(R_low) > 0.05)	No (R_low > -0.4)
DEPDC1	hsa-miR-26a-5p	HCG11		-0.373714920811337	0.00346051386434507	-0.418560711308697	0.000965578506202475		Satisfied	No (|R_low|-|R_high| < -0.4)
DIAPH3	hsa-miR-26a-5p	HCG11		-0.349763823284246	0.00641069243240223	-0.400333425951653	0.00165492089385913		Satisfied	No (|R_low|-|R_high| < -0.4)
FAT4	hsa-miR-590-3p	HCG11		-0.355876632397888	0.00549982205818222	-0.34709641567102	0.00684813559504623		Satisfied	No (R_low > -0.4)
KCTD12	hsa-miR-590-3p	HCG11		-0.290914142817449	0.0244768784249865	-0.187885523756599	0.150257492197335		p(R_low) > 0.05)	No (R_low > -0.4)
KIF18A	hsa-miR-26a-5p	HCG11		-0.456515698805224	0.000286149710790495	-0.273687135315365	0.0346724127578615		Satisfied	No (R_low > -0.4)
LOXL2	hsa-miR-26a-5p	HCG11		-0.390497360377883	0.00218797216711119	-0.331814392886913	0.00989675080998741		Satisfied	No (R_low > -0.4)
RAD51AP1	hsa-miR-26a-5p	HCG11		-0.345873853848291	0.0070572567943648	-0.395998888580161	0.00187344113691652		Satisfied	No (R_low > -0.4)
SHCBP1	hsa-miR-26a-5p	HCG11		-0.343539872186719	0.00747212274112424	-0.362434009447069	0.00465163007984733		Satisfied	No (R_low > -0.4)
SPOCK1	hsa-miR-26a-5p	HCG11		-0.505418171714365	4.85500967299883E-05	-0.0486246179494304	0.7115091621062		p(R_low) > 0.05)	No (R_low > -0.4)
TOP2A	hsa-miR-26a-5p	HCG11		-0.330313976104473	0.0102518630460007	-0.37454848569047	0.00338437971255994		Satisfied	No (R_low > -0.4)
TPX2	hsa-miR-26a-5p	HCG11		-0.40577938316199	0.00141300554686599	-0.409224784662406	0.00127692296804854		Satisfied	No (R_high < -0.4)
TTK	hsa-miR-26a-5p	HCG11		-0.366046123923312	0.00423576543935581	-0.412892470130592	0.00114516437133869		Satisfied	No (|R_low|-|R_high| < -0.4)
ADAM12	hsa-miR-29a-3p	H19		-0.113642678521812	0.386299790385382	-0.242289524868019	0.0623527448196384		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
ADAM12	hsa-miR-29c-3p	H19		-0.108919144206724	0.40644620815401	-0.4609613781606	0.000245981695633132		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
ASAP1	hsa-miR-29b-3p	H19		-0.286468463462073	0.0268272727194982	-0.208338543206313	0.110172307184037		p(R_low) > 0.05)	No (R_low > -0.4)
ASAP1	hsa-miR-29c-3p	H19		-0.518477354820784	2.8953546157222E-05	-0.346628877900608	0.00666431581928451		Satisfied	No (R_low > -0.4)
ATP2B1	hsa-miR-29b-3p	H19		-0.424340094470686	0.000809108853611134	-0.271631008613504	0.0360981594144918		Satisfied	No (R_low > -0.4)
B4GALT6	hsa-miR-29a-3p	H19		-0.270686301750486	0.0367694651003809	-0.332036676854682	0.00984506479843696		Satisfied	No (R_low > -0.4)
BVES	hsa-miR-29b-3p	H19		-0.444290080577938	0.000429547203314748	-0.448068908030008	0.000379434282596479		Satisfied	No (R_high < -0.4)
C1orf135	hsa-miR-29a-3p	H19		-0.60150041678244	6.78602259896248E-07	-0.0900805779383162	0.49267705817876		p(R_low) > 0.05)	No (R_low > -0.4)
C1orf135	hsa-miR-29c-3p	H19		-0.436343428730203	0.000555174274268337	-0.43728813559322	0.000538661159750484		Satisfied	No (R_high < -0.4)
CAPRIN2	hsa-miR-152-3p	H19		-0.277854959711031	0.031926621688837	-0.473520422339539	0.000158770757480848		Satisfied	No (|R_low|-|R_high| < -0.4)
CCDC138	hsa-miR-29c-3p	H19		-0.156876910252848	0.230649622466667	-0.224454354764017	0.0846867979190847		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
CCNA2	hsa-miR-29a-3p	H19		-0.595387607668797	9.19965695930979E-07	-0.113253681578216	0.387935959086736		p(R_low) > 0.05)	No (R_low > -0.4)
CCNA2	hsa-miR-29c-3p	H19		-0.438677410391776	0.000515188945271283	-0.461572659071964	0.000240882432661427		Satisfied	No (R_high < -0.4)
CCNJ	hsa-miR-29c-3p	H19		-0.184051125312587	0.158873676737806	-0.173159210891914	0.185341230239669		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
CDCA4	hsa-miR-29a-3p	H19		-0.347374270630731	0.0068013752521887	-0.163156432342317	0.21233975653933		p(R_low) > 0.05)	No (R_low > -0.4)
CDCA4	hsa-miR-29c-3p	H19		-0.38488469019172	0.00255687483570153	-0.502139483189775	5.5113635187702E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
CEP55	hsa-miR-148a-3p	H19		-0.227618782995277	0.0803724259989606	-0.337593776048903	0.00862722453252023		p(R_high) > 0.05)	No (R_low > -0.4)
COL7A1	hsa-miR-29c-3p	H19		-0.176882467352042	0.175956359101681	-0.209669352597944	0.107802280911772		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
CSGALNACT1	hsa-miR-301a-3p	H19		-0.481633787163101	0.000118652737450503	-0.508863573214782	4.24391525954655E-05		Satisfied	No (R_high < -0.4)
DEPDC1	hsa-miR-29a-3p	H19		-0.485857182550709	0.000101687423433904	-0.161933870519589	0.215821263562718		p(R_low) > 0.05)	No (R_low > -0.4)
DEPDC1	hsa-miR-29c-3p	H19		-0.371103084190053	0.00370904129553313	-0.482022784106696	0.000116987471708122		Satisfied	No (|R_low|-|R_high| < -0.4)
DNMT3B	hsa-miR-29a-3p	H19		-0.611280911364268	4.13138073527545E-07	-0.27051958877466	0.0368890055027126		Satisfied	No (R_low > -0.4)
